method,issue
org.apache.ivy.util.AbstractMessageLogger.endProgress(),
org.apache.ivy.plugins.resolver.packager.PackagerResolver.setAllownomd(boolean),
org.apache.ivy.ant.IvyResolve.setCache(File),
org.apache.ivy.ant.IvyDeliver.setCache(File),
org.apache.ivy.ant.IvyInstall.setCache(File),
org.apache.ivy.ant.IvyPostResolveTask.setCache(File),
org.apache.ivy.ant.IvyPublish.setCache(File),
org.apache.ivy.ant.IvyReport.setCache(File),
org.apache.ivy.plugins.repository.vfs.VfsRepository.VfsRepository(),
org.apache.ivy.util.CopyProgressEvent.CopyProgressEvent(),
org.apache.ivy.plugins.conflict.StrictConflictManager.StrictConflictManager(),
org.apache.ivy.plugins.resolver.RepositoryResolver.RepositoryResolver(),
org.apache.ivy.plugins.repository.sftp.SFTPRepository.SFTPRepository(),
org.apache.ivy.util.cli.CommandLineParser.CommandLineParser(),
org.apache.ivy.core.module.status.StatusManager.StatusManager(),
org.apache.ivy.core.resolve.ResolveProcessException.ResolveProcessException(),
org.apache.ivy.core.module.id.ModuleRules.ModuleRules(),IVY-1465
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.DefaultRepositoryCacheManager(),
org.apache.ivy.core.deliver.DeliverOptions.DeliverOptions(),
